http_method,endpoint,status_code,response_size,request_rate,session_duration,requests_per_session,time_between_requests,failed_requests,url_length,query_param_count,payload_size,distinct_endpoints_accessed,login_attempts,request_pattern_entropy
put,/api/cart,429,2986,3.33,110,2,11.32,2,48,0,6541,3,0,3.03
get,/api/search,200,1161,0.68,987,9,0.01,0,43,2,4545,4,0,2.03
delete,/api/search,201,2741,6.18,273,248,1.1,10,19,6,6334,5,4,1.54
get,/api/products,201,4099,4.13,1039,25,4.21,0,39,5,4197,1,2,1.85
patch,/api/payment,201,2926,1.02,276,44,17.39,5,36,7,9004,6,2,2.47
put,/api/orders,400,2597,11.63,274,71,0.02,7,40,2,8739,15,4,1.1
put,/api/search,500,625,0.66,128,5,14.21,1,20,1,8628,5,3,2.09
get,/api/user/profile,500,1982,3.21,595,58,13.27,1,25,9,8544,1,3,2.18
delete,/api/search,403,708,11.15,246,299,6.15,3,32,0,7843,5,14,0.76
put,/api/payment,401,2676,16.34,57,78,1.32,5,20,2,766,10,2,0.38
post,/api/payment,400,3335,3.38,914,17,13.85,1,23,0,6599,3,0,1.65
put,/api/user/profile,200,1517,5.85,662,33,12.18,2,38,7,1127,6,2,2.27
delete,/api/search,201,2545,2.74,828,45,28.84,4,15,4,9694,3,3,1.49
patch,/api/products,201,4636,13.1,373,180,0.21,7,29,1,9486,7,4,1.63
patch,/api/cart,400,302,3.8,832,38,15.59,5,48,8,1952,3,0,2.35
put,/api/user/profile,200,3362,0.8,1040,26,9.93,4,39,10,7166,4,3,3.03
patch,/api/products,404,3164,6.99,174,286,0.32,7,49,0,6284,8,5,1.51
patch,/api/search,200,4182,4.66,249,30,15.55,0,23,8,7814,6,1,2.67
post,/api/cart,403,1238,2.92,913,57,23.87,2,36,6,2181,6,0,2.13
delete,/api/cart,201,3918,14.75,143,297,3.56,4,36,0,9682,8,9,0.47
get,/api/login,401,930,2.45,133,4,12.73,5,27,2,3040,2,1,3.31
put,/api/payment,429,2757,3.98,688,42,6.14,4,33,10,8469,2,4,2.73
delete,/api/login,201,3531,5.34,260,32,25.95,2,23,9,4527,6,3,1.95
post,/api/login,401,2747,18.38,144,185,1.78,8,25,5,8805,8,15,0.97
get,/api/orders,403,4176,2.8,962,51,24.02,0,19,4,8489,4,1,3.2
put,/api/orders,429,2320,2.79,832,40,2.86,4,22,10,2823,4,3,3.57
put,/api/orders,200,616,14.22,26,114,6.9,10,21,4,5057,15,10,0.86
post,/api/user/profile,201,4434,2.08,847,23,17.63,0,37,8,4909,1,4,1.91
patch,/api/orders,401,3849,1.78,654,2,0.01,3,28,10,5249,4,3,2.76
put,/api/orders,200,1313,10.65,47,165,1.06,2,48,5,3363,11,4,0.84
patch,/api/login,201,4019,3.45,159,56,14.77,3,48,6,2024,4,0,2.48
post,/api/cart,201,3867,2.63,161,17,13.49,1,20,7,2644,2,3,1.49
delete,/api/payment,403,4936,1.35,763,41,16.96,5,15,9,807,2,3,2.35
delete,/api/cart,500,3677,2.27,1161,8,12.41,3,43,10,7755,6,3,1.98
delete,/api/search,201,2619,1.76,545,60,12.55,2,33,8,9871,1,0,2.5
put,/api/login,404,3230,3.09,706,20,13.56,0,50,4,6972,5,4,1.88
get,/api/products,200,858,0.4,744,5,35.78,5,27,5,3870,2,2,1.82
post,/api/login,400,287,9.93,179,247,2.46,11,23,8,2504,6,12,1.01
patch,/api/user/profile,201,1366,15.24,311,112,0.11,2,44,6,1413,10,8,1.18
put,/api/cart,401,2819,2.59,1115,19,12.5,5,37,5,6049,5,1,2.65
delete,/api/orders,500,513,4.08,667,6,14.82,4,16,2,5321,3,0,2.49
put,/api/cart,403,1628,4.1,720,59,22.69,1,49,8,4930,2,4,3.45
put,/api/user/profile,500,2625,4.98,55,266,1.47,4,15,4,3527,12,7,0.97
get,/api/search,404,776,4.33,530,1,17.64,4,32,10,3494,6,0,2.08
delete,/api/user/profile,404,650,1.92,582,24,20.86,1,32,2,4572,6,2,2.87
post,/api/orders,401,4121,3.17,1009,26,5.9,1,31,7,8481,2,3,2.99
delete,/api/login,403,4627,2.4,66,11,19.8,0,48,3,5891,3,0,2.0
get,/api/user/profile,404,1598,5.45,194,57,16.98,1,15,7,520,3,2,2.25
put,/api/user/profile,403,2686,14.58,349,112,0.27,12,30,3,6598,11,5,1.14
get,/api/products,404,3925,8.66,168,180,2.16,5,38,6,7195,10,14,0.16
get,/api/payment,403,1805,2.48,413,40,0.01,4,28,8,5912,6,3,2.22
patch,/api/products,429,4561,1.79,760,41,18.6,0,17,1,175,6,2,2.19
patch,/api/payment,403,4720,0.1,474,5,16.95,5,39,6,3797,5,4,2.35
patch,/api/user/profile,401,4534,1.41,989,49,15.7,4,32,5,4799,4,2,1.43
post,/api/products,400,387,14.48,79,290,2.51,8,35,7,8372,6,13,0.73
put,/api/login,400,527,4.87,1153,31,8.3,3,34,1,3975,3,1,2.65
patch,/api/payment,403,4826,1.77,723,42,15.29,5,45,7,2529,1,0,2.77
patch,/api/user/profile,201,377,0.44,561,11,14.95,0,23,7,4314,3,2,3.21
post,/api/orders,429,4317,5.14,949,9,13.96,4,29,1,4000,5,4,2.53
delete,/api/payment,400,1958,5.82,383,52,24.08,0,45,10,3863,4,1,2.13
post,/api/login,500,866,1.57,419,33,22.65,0,18,9,381,2,0,1.89
get,/api/products,404,2012,4.13,1120,15,17.67,3,29,5,4030,1,2,2.81
delete,/api/login,400,1045,10.97,408,131,1.63,7,35,8,3795,5,7,0.47
patch,/api/search,500,2449,11.15,134,245,0.36,2,20,1,1062,9,4,0.77
put,/api/search,403,1612,2.79,491,19,6.75,3,50,7,2828,2,3,2.16
get,/api/search,400,2370,9.53,39,80,0.48,5,28,5,2849,8,12,1.14
delete,/api/search,200,3604,0.23,979,51,0.01,2,28,6,159,3,4,2.57
put,/api/payment,500,4849,0.1,791,58,18.77,5,42,4,8710,1,3,2.78
patch,/api/search,200,1488,2.35,668,5,15.59,4,42,8,6571,4,4,2.33
delete,/api/products,403,3933,2.84,172,17,16.71,2,37,4,8651,2,0,3.28
put,/api/payment,403,3205,4.8,984,20,27.02,1,42,4,6960,5,3,2.02
post,/api/orders,401,624,3.64,991,51,19.05,0,42,6,2556,5,3,2.11
put,/api/payment,401,1912,1.17,107,47,11.99,1,30,9,5315,5,0,1.86
post,/api/cart,401,4683,0.42,1059,36,18.98,5,15,0,1989,4,2,2.52
patch,/api/cart,201,3648,12.11,67,98,2.83,6,29,4,802,8,4,1.17
put,/api/products,403,4316,0.39,687,55,11.0,4,31,1,2137,4,1,2.93
get,/api/products,429,2492,7.32,148,155,0.83,8,30,5,1883,8,3,1.31
get,/api/login,401,267,4.15,423,30,4.02,2,33,7,8426,3,4,2.59
post,/api/products,201,2803,3.73,1106,8,31.68,5,29,8,8480,6,2,1.49
delete,/api/search,500,2170,3.6,1181,23,23.51,1,45,6,3486,5,2,2.77
patch,/api/search,404,4600,6.6,222,146,1.37,3,17,8,1490,6,6,0.9
delete,/api/user/profile,401,3132,1.52,102,39,11.38,0,43,7,5358,2,3,2.14
post,/api/payment,200,4658,4.79,870,35,0.01,2,44,3,1252,1,1,2.89
get,/api/payment,403,2872,6.83,164,279,0.73,3,38,0,6039,9,8,0.42
put,/api/login,404,3366,14.35,478,57,1.78,2,18,1,4056,8,15,0.1
patch,/api/cart,429,3660,0.7,644,11,23.14,2,43,8,1365,5,1,3.24
delete,/api/orders,404,1848,12.42,209,130,0.08,6,28,2,1474,14,14,0.84
patch,/api/cart,200,3857,1.3,338,23,5.38,2,41,4,7837,6,0,2.85
put,/api/login,400,721,15.07,155,41,3.08,3,18,4,4458,6,2,1.31
get,/api/products,500,1208,3.28,333,31,9.52,0,44,1,3325,5,0,2.58
post,/api/products,404,1009,1.27,355,21,0.01,2,21,10,2695,4,0,3.1
post,/api/products,201,797,0.25,985,29,15.86,4,37,0,7806,2,0,2.7
patch,/api/user/profile,401,4607,13.31,443,232,2.15,5,35,8,3850,8,2,0.95
post,/api/payment,400,4858,7.91,321,161,0.02,4,26,8,6404,9,15,0.99
put,/api/search,200,1797,3.6,808,46,28.87,5,27,7,3576,4,0,2.64
patch,/api/products,403,2544,2.6,470,51,7.75,0,17,3,6258,6,2,2.76
put,/api/search,401,4164,3.5,128,47,13.46,3,46,7,6705,1,2,2.83
delete,/api/orders,201,2975,2.06,623,18,20.37,1,32,3,9134,6,3,3.05
get,/api/login,401,266,15.59,205,128,0.02,3,46,4,2566,5,10,1.38
patch,/api/login,429,1901,12.85,518,221,0.27,11,26,5,200,7,5,1.78
delete,/api/orders,200,3264,10.64,21,155,0.21,6,44,3,7136,7,11,0.51
delete,/api/search,200,4668,3.99,538,4,17.3,5,37,8,5812,1,4,1.64
put,/api/orders,401,3912,3.64,687,48,13.7,4,42,2,6992,5,4,2.47
patch,/api/search,403,4483,4.07,184,11,3.85,3,38,4,5859,6,0,1.83
patch,/api/user/profile,404,4731,2.99,151,17,1.41,0,28,1,9250,6,2,2.14
post,/api/user/profile,201,3397,3.97,656,40,14.13,1,37,9,3193,2,0,1.68
get,/api/login,500,2401,2.78,977,56,11.76,3,42,10,2640,5,2,2.08
get,/api/payment,201,1413,7.83,482,45,19.6,4,47,4,5246,3,0,2.33
delete,/api/search,401,4233,15.59,255,62,1.57,5,46,5,5909,9,7,0.68
put,/api/products,404,294,13.38,76,100,1.3,6,15,6,37,15,14,0.43
delete,/api/payment,403,3225,15.43,206,115,1.29,10,23,9,6144,11,9,1.18
put,/api/cart,500,2216,3.13,235,54,26.85,3,34,5,1576,4,2,2.73
patch,/api/search,429,4716,11.12,289,172,0.02,2,33,9,5597,9,11,1.35
delete,/api/user/profile,500,3958,8.79,251,218,0.67,11,35,7,6631,12,5,0.92
patch,/api/login,200,3474,2.64,744,30,18.11,5,30,3,5971,1,4,4.0
patch,/api/products,404,4014,0.8,237,59,8.24,0,35,2,2288,6,1,1.67
delete,/api/cart,403,2071,2.15,595,8,16.96,2,21,2,3221,2,3,2.22
delete,/api/products,200,4941,1.69,338,42,16.14,2,35,2,390,2,3,2.2
patch,/api/products,201,2133,2.97,944,58,23.91,2,30,6,1810,4,2,2.91
put,/api/products,201,4836,3.82,845,22,23.69,3,47,9,684,4,0,2.67
delete,/api/user/profile,201,1510,11.37,142,55,0.24,9,33,10,8483,15,4,0.69
post,/api/cart,401,4782,3.42,740,51,16.22,2,43,4,6225,3,3,2.4
patch,/api/cart,403,1244,3.31,206,7,12.33,5,19,7,3647,6,3,3.15
get,/api/payment,403,3813,4.37,150,41,10.62,3,40,5,2603,2,3,2.4
post,/api/payment,201,4889,1.94,814,15,18.0,5,44,3,7616,1,4,3.29
patch,/api/cart,404,1441,0.1,876,59,3.65,5,37,10,7233,1,1,2.45
post,/api/user/profile,500,4292,12.74,464,233,0.1,4,24,3,2504,7,10,0.42
patch,/api/orders,403,977,16.3,63,125,0.06,3,33,3,9241,10,12,0.93
delete,/api/search,400,3325,1.83,401,44,25.16,5,19,0,5320,5,0,2.29
post,/api/login,429,842,1.96,595,30,16.05,5,49,2,5770,1,2,3.16
post,/api/user/profile,403,1449,2.44,449,59,10.53,5,30,8,5780,3,0,2.85
delete,/api/products,500,4883,3.72,947,29,24.16,1,15,1,8150,5,0,2.48
delete,/api/login,403,1858,13.9,322,188,2.04,12,20,9,9056,5,10,1.12
patch,/api/products,403,1344,5.44,474,51,18.92,3,15,3,7981,2,0,1.31
get,/api/cart,400,4232,3.75,907,24,2.26,1,30,9,4790,4,2,2.77
get,/api/payment,404,1469,0.1,362,12,11.27,5,22,5,9472,3,2,2.28
patch,/api/orders,401,4920,1.34,855,40,12.21,5,27,8,1550,5,2,3.12
put,/api/payment,400,1469,1.43,782,16,19.36,5,49,9,1280,3,2,1.92
get,/api/orders,400,3065,2.22,609,52,17.59,3,46,6,9664,4,1,1.9
delete,/api/products,403,3296,0.53,906,23,18.94,5,46,4,8888,2,1,3.17
put,/api/user/profile,500,2135,2.38,169,1,11.34,1,19,3,3764,3,2,2.59
put,/api/search,201,1276,2.58,498,27,16.94,4,27,4,3980,3,0,0.98
post,/api/search,400,1243,0.9,628,21,8.24,1,39,1,6096,5,2,2.59
post,/api/cart,400,1221,12.74,234,111,0.24,3,42,9,8609,11,14,1.05
patch,/api/products,400,4971,0.89,536,20,16.46,3,40,1,7720,1,3,2.51
post,/api/user/profile,201,4304,2.44,558,5,23.15,5,35,4,6985,6,0,3.58
put,/api/cart,403,500,3.09,193,58,5.3,4,46,4,4926,6,1,2.59
get,/api/payment,404,3112,1.62,139,26,30.94,0,17,7,5811,6,1,2.92
post,/api/orders,401,3686,3.1,1096,14,20.2,1,25,3,8972,2,2,2.48
patch,/api/user/profile,201,2330,4.38,316,39,10.43,1,34,8,734,2,3,3.08
put,/api/search,201,1267,18.37,523,155,2.96,5,49,9,9041,6,11,0.47
put,/api/cart,200,3516,9.42,69,40,0.53,5,17,8,7789,7,5,1.21
get,/api/user/profile,404,2602,1.13,1098,43,14.58,0,48,1,9660,4,2,2.75
get,/api/orders,404,4687,1.95,276,6,30.45,1,36,8,8002,3,1,3.12
put,/api/orders,500,3267,13.81,127,281,2.43,5,25,9,894,6,15,0.63
get,/api/payment,401,3469,3.81,94,49,15.39,4,38,5,9119,4,0,2.79
post,/api/search,403,1808,14.86,247,160,1.59,6,50,9,4052,10,6,0.68
post,/api/cart,200,246,1.72,915,11,3.58,2,39,8,2075,1,2,2.82
get,/api/search,400,2473,0.22,172,26,14.88,1,31,0,28,6,3,2.25
post,/api/login,403,2629,2.83,241,22,24.32,0,40,2,6400,6,4,3.31
patch,/api/products,429,4467,14.81,129,129,0.11,8,16,10,6841,5,3,0.49
delete,/api/user/profile,429,4630,10.87,234,262,4.16,6,37,10,6587,11,10,0.8
patch,/api/payment,429,215,1.52,648,50,18.86,3,31,5,6835,6,4,1.92
put,/api/payment,201,4777,1.82,1111,1,6.44,0,15,2,3394,3,0,2.89
delete,/api/payment,401,4239,1.96,364,20,0.01,3,36,8,2536,2,4,3.48
post,/api/cart,404,2687,4.02,528,11,0.01,0,37,6,6262,6,2,2.94
get,/api/login,201,1337,4.78,540,24,13.51,4,41,10,9586,3,4,2.59
get,/api/login,500,412,2.02,126,42,19.16,2,32,10,4589,3,4,3.12
patch,/api/products,401,473,0.71,825,52,9.35,1,21,4,5283,6,0,2.56
put,/api/products,500,948,2.97,799,60,18.26,0,28,6,5702,3,2,2.38
delete,/api/login,200,2425,1.18,854,34,22.88,4,42,4,6949,5,1,1.77
delete,/api/search,400,2475,1.76,641,56,15.14,0,44,7,9265,3,1,2.79
patch,/api/orders,403,4439,2.06,249,1,21.02,1,38,10,8628,1,0,3.25
get,/api/cart,400,1392,1.57,586,14,18.13,5,42,5,5592,2,0,2.65
post,/api/login,404,3170,1.99,457,35,0.01,1,23,10,1819,6,3,2.71
put,/api/cart,400,3625,3.2,701,12,23.7,2,24,8,3324,6,1,2.3
put,/api/login,201,273,9.33,69,204,0.82,3,50,1,7206,8,4,0.43
get,/api/orders,404,4014,4.19,938,45,0.01,5,23,9,5400,4,2,1.31
patch,/api/user/profile,400,3256,3.29,875,35,19.22,2,18,8,4309,4,4,2.12
delete,/api/payment,200,3923,2.72,1045,19,0.01,5,17,9,1953,2,4,2.92
post,/api/user/profile,500,4377,2.87,185,16,14.63,1,40,9,2167,5,2,2.51
post,/api/products,429,1892,3.24,1160,13,14.77,4,21,5,4708,2,3,1.38
delete,/api/products,200,1547,20.79,111,61,0.48,12,24,0,3015,7,15,0.33
delete,/api/cart,429,4300,3.54,646,19,8.72,5,44,7,2540,2,4,1.56
put,/api/products,404,4137,0.1,902,34,18.6,2,25,1,3807,2,1,1.94
patch,/api/login,404,1775,2.29,907,44,27.66,1,28,3,4416,5,1,2.73
get,/api/login,500,642,9.96,382,109,0.02,3,50,9,355,14,3,0.33
post,/api/payment,400,3888,3.18,855,27,19.41,0,28,2,2147,5,0,2.39
post,/api/login,403,1916,9.71,182,50,3.73,2,31,10,7317,8,11,1.03
delete,/api/search,401,3704,0.1,652,17,24.1,4,25,2,8803,4,1,1.47
post,/api/search,200,2811,1.77,102,34,26.12,5,40,4,3187,1,1,1.16
post,/api/cart,201,2018,11.65,116,47,5.09,6,37,6,8922,15,3,0.62
get,/api/products,429,1583,5.18,563,12,15.1,3,41,7,3441,6,4,2.32
patch,/api/search,200,1593,2.53,298,44,17.84,4,18,9,4358,1,0,2.9
post,/api/login,429,1238,2.16,1044,58,18.4,0,20,4,913,6,4,3.51
patch,/api/login,403,1107,4.01,813,22,33.72,4,33,5,8183,4,4,2.11
patch,/api/orders,401,1884,5.01,1145,51,8.67,5,40,4,7291,1,4,2.71
get,/api/login,400,4675,14.93,264,75,2.81,12,32,7,1396,6,4,0.6
post,/api/products,200,867,10.02,486,48,3.14,4,16,3,8390,7,5,0.82
patch,/api/login,403,4855,1.43,940,18,28.36,2,31,1,5846,4,1,1.67
delete,/api/payment,403,1209,19.76,244,112,0.75,2,32,6,4274,9,5,0.46
post,/api/payment,401,2589,10.22,146,69,0.3,5,30,5,8352,9,4,0.75
post,/api/orders,200,2563,2.43,863,31,25.04,1,17,4,5698,1,2,3.68
get,/api/user/profile,429,1337,2.8,958,18,8.23,4,20,6,1954,1,0,2.17
post,/api/payment,500,1813,2.23,353,9,6.76,2,42,3,8404,1,1,1.79
patch,/api/search,200,2782,5.65,104,22,17.42,4,41,9,6410,6,0,2.0
put,/api/payment,200,813,15.27,321,159,0.47,7,19,6,3473,9,7,0.4
get,/api/cart,200,3257,0.39,229,23,1.43,0,22,0,7963,5,0,1.63
put,/api/search,201,206,1.41,445,88,2.11,3,29,8,8580,15,15,0.65
delete,/api/products,429,2325,4.6,265,60,1.79,3,33,6,4356,7,10,0.67
patch,/api/search,400,1389,2.13,304,54,23.82,2,36,7,8737,3,3,2.23
get,/api/cart,403,2258,12.68,441,236,0.9,12,43,5,6636,8,9,0.18
delete,/api/payment,400,4703,3.83,527,34,18.71,4,27,6,8585,2,1,2.67
patch,/api/orders,404,1348,3.14,445,52,9.52,4,43,6,3635,4,2,1.9
get,/api/search,201,1914,2.56,575,19,24.29,2,15,3,7943,1,3,3.46
get,/api/login,403,3135,3.69,661,8,15.23,0,39,10,524,2,3,2.66
get,/api/search,401,1895,2.52,101,23,6.79,3,30,10,8286,6,2,2.51
delete,/api/payment,429,3165,0.5,190,52,14.01,5,40,10,3483,6,2,3.48
delete,/api/payment,403,1846,3.73,940,20,7.62,1,45,5,7356,3,1,2.46
put,/api/products,201,1779,1.25,680,7,14.5,4,17,0,429,6,3,3.12
patch,/api/login,400,1618,3.48,91,35,34.87,5,25,4,532,3,1,3.22
put,/api/orders,400,1063,2.81,1079,5,20.42,5,44,0,6564,1,0,2.38
delete,/api/products,201,3417,0.81,253,59,25.45,4,34,7,1551,4,2,3.11
delete,/api/user/profile,201,3694,2.14,539,39,17.19,2,45,10,3935,5,4,3.24
get,/api/user/profile,400,4326,3.77,926,58,3.3,4,31,4,6495,1,0,2.65
delete,/api/search,500,1911,11.33,392,95,1.43,4,43,0,5800,9,12,1.25
post,/api/search,500,2717,0.52,252,59,23.96,0,20,6,7413,1,4,2.05
get,/api/user/profile,401,2945,0.68,550,51,18.1,4,39,3,7897,1,3,3.3
delete,/api/payment,400,648,3.61,457,8,10.43,5,44,1,7857,6,2,2.58
post,/api/user/profile,500,393,2.07,808,59,28.29,5,29,3,9900,6,2,2.24
post,/api/orders,429,3418,2.65,93,1,16.35,5,39,4,9095,6,3,1.8
patch,/api/login,429,1705,11.23,308,214,1.97,12,38,2,9723,12,11,0.48
delete,/api/payment,404,2952,2.39,228,32,7.18,4,15,2,4463,2,2,3.12
post,/api/orders,404,1141,4.77,253,178,1.51,4,26,7,4474,10,6,0.74
get,/api/payment,401,1201,4.1,223,4,21.01,1,38,4,8467,1,3,2.47
patch,/api/user/profile,404,4258,0.29,279,29,16.7,3,18,8,7805,3,4,2.29
delete,/api/payment,200,4669,3.33,608,20,20.17,4,36,0,9332,4,0,3.29
delete,/api/payment,403,3145,0.91,1095,33,32.11,5,24,3,5803,3,1,3.04
delete,/api/cart,500,4129,3.57,1028,13,30.33,4,39,8,9627,5,1,2.69
post,/api/products,403,1100,4.05,877,24,16.36,2,45,4,9342,1,1,3.0
patch,/api/login,200,2689,4.24,1064,34,23.47,3,21,6,4508,6,2,1.59
put,/api/payment,401,685,10.34,260,95,1.19,10,24,1,1841,13,11,1.38
delete,/api/products,201,4780,2.15,886,50,16.96,0,49,0,2468,1,3,2.84
patch,/api/orders,401,1350,14.36,494,100,4.21,2,31,8,1010,12,13,0.24
post,/api/cart,201,1956,11.28,470,265,0.34,6,16,2,5293,6,8,0.89
put,/api/login,401,2762,2.0,285,35,4.61,1,31,0,554,4,0,3.53
put,/api/payment,404,1160,4.73,877,24,18.61,0,42,3,331,4,1,2.37
delete,/api/user/profile,200,4586,2.2,450,22,21.06,4,24,10,9242,1,2,3.55
patch,/api/orders,404,2555,1.64,843,41,6.06,1,22,0,6060,1,0,3.43
patch,/api/login,401,4834,0.1,330,40,6.93,0,42,9,8875,3,2,2.35
delete,/api/search,403,2590,0.16,922,8,23.9,1,34,0,4395,1,0,3.01
patch,/api/login,404,1154,9.7,337,208,1.74,3,21,2,1219,14,3,1.31
patch,/api/user/profile,400,769,11.96,236,121,1.9,6,38,9,4884,13,7,0.71
delete,/api/products,400,3972,10.2,392,138,1.24,2,29,1,5963,15,6,1.7
patch,/api/login,403,4129,2.71,891,54,21.93,2,33,4,7864,5,3,2.87
get,/api/user/profile,429,845,5.07,68,37,14.14,5,40,10,1710,2,2,2.26
patch,/api/cart,403,1056,4.56,447,46,17.42,2,16,8,9326,3,4,2.82
patch,/api/login,401,3005,11.71,336,219,0.38,3,36,1,7327,12,11,0.6
delete,/api/search,429,4715,18.18,165,193,0.8,7,16,8,3892,8,9,0.55
post,/api/payment,401,2157,3.9,718,25,15.37,0,33,0,9059,3,2,1.95
post,/api/cart,401,1791,4.64,778,43,16.11,2,16,10,2424,6,2,3.52
patch,/api/orders,201,3243,3.79,326,45,16.51,3,16,3,3591,6,2,3.6
delete,/api/login,201,539,10.5,518,143,1.06,6,41,3,1470,7,7,0.36
patch,/api/orders,500,3092,15.31,326,275,1.5,8,39,7,2269,9,14,1.35
get,/api/payment,200,1828,4.97,572,37,10.91,5,50,10,992,3,3,2.39
patch,/api/products,429,2694,2.2,877,56,13.51,4,42,1,4709,3,0,1.56
get,/api/payment,201,700,2.75,600,33,21.33,0,28,10,6679,4,2,2.09
delete,/api/user/profile,403,2200,1.13,375,34,13.91,3,41,3,8636,2,0,2.97
delete,/api/payment,201,1028,0.89,691,39,33.68,2,35,5,2919,6,4,1.72
get,/api/orders,201,3085,1.64,705,2,24.07,2,43,4,4577,5,1,3.08
put,/api/login,400,2663,15.52,233,198,2.31,4,24,7,245,12,12,0.53
put,/api/user/profile,404,2273,15.13,13,237,0.27,6,27,4,9824,5,11,0.63
put,/api/user/profile,403,4154,8.55,191,122,0.71,8,47,10,5524,11,4,0.1
delete,/api/orders,400,4727,1.85,382,56,22.45,1,30,3,8823,4,3,2.65
put,/api/products,201,1754,3.79,128,36,0.01,1,15,7,5205,3,4,2.69
get,/api/payment,400,3734,3.48,1009,7,4.19,2,42,0,9381,5,4,3.02
patch,/api/products,201,1697,2.33,160,50,39.57,0,34,6,3677,5,1,1.19
post,/api/orders,429,1318,4.55,169,43,11.85,5,20,1,1839,1,0,1.53
put,/api/payment,201,3460,1.71,918,14,17.22,3,39,7,1690,5,2,3.12
post,/api/payment,429,4429,5.08,417,19,26.38,3,22,0,3349,6,0,1.92
patch,/api/orders,401,992,4.2,153,18,18.13,1,33,3,9583,4,1,2.11
put,/api/user/profile,429,2903,2.18,251,16,9.32,1,46,3,3169,1,4,2.52
put,/api/orders,400,475,1.41,242,42,6.78,2,49,5,7211,6,0,2.79
put,/api/user/profile,403,1134,3.44,1186,21,13.5,3,46,2,8770,3,3,3.32
put,/api/orders,400,895,2.11,694,44,12.58,4,20,9,5672,3,1,2.9
patch,/api/login,404,1803,2.3,979,23,15.68,4,34,5,3644,1,2,0.99
patch,/api/cart,500,3955,2.53,725,25,0.38,5,41,2,9841,2,0,1.77
patch,/api/login,429,2254,0.5,776,28,6.66,1,35,1,2258,1,4,2.17
delete,/api/payment,201,4619,1.77,886,41,20.31,5,23,10,9972,6,1,2.63
delete,/api/payment,429,1649,0.1,880,21,15.67,5,37,2,8209,3,0,2.69
delete,/api/search,200,2309,2.01,929,52,14.51,5,36,6,7118,6,0,2.61
get,/api/search,401,3294,3.65,145,36,2.4,0,35,1,8998,3,1,2.35
get,/api/search,404,3045,4.76,240,28,26.33,3,15,7,9988,3,4,3.01
patch,/api/login,201,453,3.31,76,54,28.24,1,32,10,3715,4,4,3.65
put,/api/cart,404,3720,2.31,494,48,7.24,1,42,2,6306,1,1,2.34
put,/api/payment,429,2526,7.15,487,35,2.45,2,24,8,243,6,0,2.22
post,/api/products,404,4146,0.38,226,53,16.0,3,18,3,1347,3,4,1.78
post,/api/user/profile,500,4659,11.56,224,209,0.31,9,15,10,9220,7,15,0.1
patch,/api/orders,429,3751,0.42,552,23,24.81,0,31,8,9900,3,2,1.23
delete,/api/search,201,3851,10.87,308,259,1.62,3,34,8,4785,7,13,0.68
put,/api/user/profile,404,726,3.85,432,41,3.63,1,20,10,4864,2,0,1.32
post,/api/user/profile,404,4700,2.84,1129,22,18.97,3,46,1,5134,1,2,2.07
get,/api/search,201,2201,1.63,327,30,8.92,3,35,7,3207,2,1,1.98
delete,/api/payment,201,2507,14.77,224,55,0.15,6,40,7,1009,9,10,0.33
patch,/api/search,201,2713,4.83,423,32,3.83,4,50,8,4281,2,3,2.3
get,/api/payment,400,3160,2.25,855,23,18.72,1,41,2,8691,3,4,3.09
delete,/api/products,404,2661,2.26,270,20,9.9,3,28,10,6005,5,0,2.85
delete,/api/user/profile,403,3183,5.44,333,121,0.89,12,24,1,4863,10,2,0.1
post,/api/cart,429,1328,2.2,1040,1,18.3,0,44,3,1827,1,1,2.13
get,/api/login,500,3057,3.77,1044,38,8.07,2,49,8,4017,1,2,2.59
get,/api/login,200,919,1.72,311,18,24.76,2,44,1,2337,3,2,2.09
put,/api/user/profile,200,2202,1.97,506,47,22.57,3,43,9,6973,6,3,1.88
patch,/api/products,200,4646,2.6,102,28,0.42,3,49,4,5285,5,3,1.85
get,/api/payment,403,4962,3.07,494,19,7.07,0,22,2,750,2,1,2.17
patch,/api/payment,403,1686,3.24,770,6,10.37,2,34,3,8793,1,3,2.99
patch,/api/payment,401,1483,2.82,182,15,18.49,3,26,3,8043,1,1,3.24
put,/api/payment,404,4341,2.98,72,10,27.31,5,37,4,1344,3,3,3.05
patch,/api/cart,404,3766,9.91,495,161,0.14,11,50,9,9441,9,3,1.32
delete,/api/cart,400,2743,3.38,374,8,18.53,4,36,10,8737,2,3,1.81
get,/api/products,400,4588,2.95,735,4,31.26,0,26,5,1338,4,0,2.91
put,/api/orders,201,4241,10.9,557,278,0.16,3,19,4,9043,11,7,1.32
put,/api/orders,401,3777,2.61,725,21,20.57,2,36,9,774,1,4,2.88
patch,/api/user/profile,500,1319,2.75,776,25,15.96,0,34,6,8351,5,4,2.93
delete,/api/search,500,3892,1.21,430,3,28.56,0,49,10,5310,5,1,1.27
get,/api/products,201,4884,17.82,520,50,2.63,5,33,1,3981,14,13,1.33
post,/api/orders,200,4011,2.39,1086,30,17.75,0,21,7,3089,4,2,2.72
post,/api/user/profile,403,1935,3.57,1185,40,18.58,2,34,10,8136,4,0,1.96
delete,/api/login,429,2527,2.11,379,43,14.95,5,27,0,382,4,3,3.24
delete,/api/orders,200,4183,3.23,1051,7,9.74,2,44,3,103,6,1,1.95
